Template,Building Type,Space Type,RGB,Lighting Standard,Lighting Primary Space Type,Lighting Secondary Space Type,LookupColumn,Lighting per Area (W/ft^2),Lighting per Person (W/person),Lighting per Length (W/ft),Additional Lighting per Area (W/ft^2),Lighting Fraction to Return Air,Lighting Fraction Radiant,Lighting Fraction Visible,Lighting Schedule,Ventilation Standard,Ventilation Primary Space Type,Ventilation Secondary Space Type,Lookup,Ventilation per Area (ft^3/min*ft^2),Ventilation per Person (ft^3/min*person),Ventilation Air Changes (ach),Minimum Total Air Changes (ach),Occupancy per Area (people/1000 ft^2),Occupancy Schedule,Occupancy Activity Schedule,Infiltration per Exterior Area (ft^3/min*ft^2 ext),Infiltration per Exterior Wall Area (ft^3/min*ft^2 ext),Infiltration Air Changes (ach),Infiltration Schedule,Gas Equipment per Area (Btu/hr*ft^2),Gas Equipment Fraction Latent,Gas Equipment Fraction Radiant,Gas Equipment Fraction Lost,Gas Equipment Schedule,Electric Equipment per Area (W/ft^2),Electric Equipment Fraction Latent,Electric Equipment Fraction Radiant,Electric Equipment Fraction Lost,Electric Equipment Schedule,Heating Setpoint Schedule,Cooling Setpoint Schedule,Service Water Heating Peak Flow Rate (gal/h),Service Water Heating Area (ft^2),Service Water Heating Peak Flow per Area (gal/h*ft^2),Service Water Heating Target Temperature (C),Service Water Heating Fraction Sensible,Service Water Heating Fraction Latent,Service Water Heating Schedule,Exhaust per Area (cfm/ft2),Exhaust per Unit (cfm),Exhaust Fan Power per Area (W/ft^2),Exhaust Fan Efficiency,Exhaust Fan Power (W),Exhaust Fan Pressure Rise (Pa),Exhaust Fan Maximum Flow Rate (cfm),Exhaust Schedule,Balanced Exhaust Fraction Schedule,Is Residential,NECB HVAC System Selection Type,NECB Schedule Type
DOE Ref Pre-1980,SuperMarket,Deli/Bakery,31_169_34,DOE Ref Pre-1980,SuperMarket,Deli/Bakery,DOE Ref Pre-1980SuperMarketDeli/Bakery,5.04,,,,0,0.7,0.2,SuperMarket Bldg Light,ASHRAE 62.1-1999,Specialty Shops,Supermarket,ASHRAE 62.1-1999Specialty ShopsSupermarket,0,15,,,8,SuperMarket Bldg Occ,SuperMarket Activity,,0.2232,,SuperMarket Infil Half On,8.53,0,0.5,0,SuperMarket Bldg Equip,5,0,0.5,0,SuperMarket Bldg Equip,SuperMarket HtgSetp,SuperMarket ClgSetp,5,2334.5,0.00214178625,49,0.2,0.05,SuperMarket SWH,1.240251823,3000,0.215339442,0.338,520.8767397,0.5,,SuperMarket_Deli_Exhaust,,,,
DOE Ref Pre-1980,Warehouse,Office,120_230_199,DOE Ref Pre-1980,Warehouse,Office,DOE Ref Pre-1980WarehouseOffice,2.0150669,,,,0,0.5,0.2,Warehouse Bldg Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,1.96,Warehouse Bldg Occ,Warehouse Activity,0.2232,,,Always On,,,,,,0.7497275,0,0.5,0,Warehouse Bldg Equip,Warehouse HtgSetp,Warehouse Cooling Setpoint,,,,,,,,,,,,,,,,,,,
DOE Ref Pre-1980,Warehouse,Fine,120_149_230,DOE Ref Pre-1980,Warehouse,Fine,DOE Ref Pre-1980WarehouseFine,1.0813914,,,,0,0.5,0.2,Warehouse Bldg Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Warehouses,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsWarehouses",0.05,0,,,0,Warehouse Bldg Occ,Warehouse Activity,0.2232,,,Always On,,,,,,0,0,0.5,0,Warehouse Bldg Equip,Warehouse HtgSetp FineStorage,Warehouse ClgSetp FineStorage,,,,,,,,,,,,,,,,,,,
DOE Ref Pre-1980,Warehouse,Bulk,41_31_169,DOE Ref Pre-1980,Warehouse,Bulk,DOE Ref Pre-1980WarehouseBulk,0.3102962,,,,0,0.5,0.2,Warehouse Bldg Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Warehouses,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsWarehouses",0.05,0,,,0,Warehouse Bldg Occ,Warehouse Activity,0.2232,,,Always On,,,,,,0.2378318,0,0.5,0,Warehouse Bldg Equip,Warehouse HtgSetp BulkStorage,Warehouse ClgSetp BulkStorage,,,,,,,,,,,,,,,,,,,
ICC IECC 2015,MidriseApartment,Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,
ICC IECC 2015,MidriseApartment,Corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,
ICC IECC 2015,MidriseApartment,Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,
NECB 2011,Space Function,- undefined -,255_255_255,NECB 2011,Space Function,- undefined -,NECB 2011Space Function- undefined -,0,,,,,,,,,,,,,,,,,,,0.049225,,,Always On,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,- undefined -,- undefined -
NECB 2011,Space Function,Atrium - H < 13m,255_255_255,NECB 2011,Space Function,Atrium - H < 13m,NECB 2011Space FunctionAtrium - H < 13m,0,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Atrium - H < 13m,NECB 2011Space FunctionAtrium - H < 13m,0.06,,,,9.29,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,General Area,C
NECB 2011,Space Function,Atrium - H > 13m,255_255_255,NECB 2011,Space Function,Atrium - H > 13m,NECB 2011Space FunctionAtrium - H > 13m,0,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Atrium - H > 13m,NECB 2011Space FunctionAtrium - H > 13m,0.06,,,,9.29,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,General Area,C
NECB 2011,Space Function,Audience - auditorium,255_255_255,NECB 2011,Space Function,Audience - auditorium,NECB 2011Space FunctionAudience - auditorium,0.789669268,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Audience - auditorium,NECB 2011Space FunctionAudience - auditorium,0.81,,,,18.58,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.002839298,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Audience - motion picture,255_255_255,NECB 2011,Space Function,Audience - motion picture,NECB 2011Space FunctionAudience - motion picture,1.142697882,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Audience - motion picture,NECB 2011Space FunctionAudience - motion picture,0.81,,,,18.58,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.002839298,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Audience - performance arts,255_255_255,NECB 2011,Space Function,Audience - performance arts,NECB 2011Space FunctionAudience - performance arts,2.434039391,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Audience - performance arts,NECB 2011Space FunctionAudience - performance arts,0.81,,,,12.39,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.001893375,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Automotive - repair,255_255_255,NECB 2011,Space Function,Automotive - repair,NECB 2011Space FunctionAutomotive - repair,0.668896321,,,,0,0.5,0.2,NECB-E-Lighting,NECB 2011,Space Function,Automotive - repair,NECB 2011Space FunctionAutomotive - repair,0.25,,,,4.65,NECB-E-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.464511334,0,0.5,0,NECB-E-Electric-Equipment,NECB-E-Thermostat Setpoint-Heating,NECB-E-Thermostat Setpoint-Cooling,,,0.002138732,60,,,NECB-E-Service Water Heating,,,,,,,,NECB-E-FAN,,,Automotive Area,E
NECB 2011,Space Function,Bank - banking and offices,255_255_255,NECB 2011,Space Function,Bank - banking and offices,NECB 2011Space FunctionBank - banking and offices,1.384243776,,,,0,0.5,0.2,NECB-A-Lighting,NECB 2011,Space Function,Bank - banking and offices,NECB 2011Space FunctionBank - banking and offices,0.173,,,,3.72,NECB-A-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.464511334,0,0.5,0,NECB-A-Electric-Equipment,NECB-A-Thermostat Setpoint-Heating,NECB-A-Thermostat Setpoint-Cooling,,,0.001142515,60,,,NECB-A-Service Water Heating,,,,,,,,NECB-A-FAN,,,General Area,A
NECB 2011,Space Function,Classroom/lecture/training,255_255_255,NECB 2011,Space Function,Classroom/lecture/training,NECB 2011Space FunctionClassroom/lecture/training,1.235600149,,,,0,0.5,0.2,NECB-D-Lighting,NECB 2011,Space Function,Classroom/lecture/training,NECB 2011Space FunctionClassroom/lecture/training,0.548,,,,12.39,NECB-D-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.464511334,0,0.5,0,NECB-D-Electric-Equipment,NECB-D-Thermostat Setpoint-Heating,NECB-D-Thermostat Setpoint-Cooling,,,0.004120874,60,,,NECB-D-Service Water Heating,,,,,,,,NECB-D-FAN,,,Assembly Area,D
NECB 2011,Space Function,Conf./meet./multi-purpose,255_255_255,NECB 2011,Space Function,Conf./meet./multi-purpose,NECB 2011Space FunctionConf./meet./multi-purpose,1.226309922,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Conf./meet./multi-purpose,NECB 2011Space FunctionConf./meet./multi-purpose,0.31,,,,18.58,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.092902267,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.004286783,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Convention centre - audience,255_255_255,NECB 2011,Space Function,Convention centre - audience,NECB 2011Space FunctionConvention centre - audience,0.817539948,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Convention centre - audience,NECB 2011Space FunctionConvention centre - audience,0.81,,,,18.58,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.002839298,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Convention centre - exhibit,255_255_255,NECB 2011,Space Function,Convention centre - exhibit,NECB 2011Space FunctionConvention centre - exhibit,1.449275362,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Convention centre - exhibit,NECB 2011Space FunctionConvention centre - exhibit,0.17,,,,18.58,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,,,0.002839298,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Assembly Area,C
NECB 2011,Space Function,Corr. < 2.4m wide-sch-A,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-A,NECB 2011Space FunctionCorr. < 2.4m wide-sch-A,0.780379041,,,,0,0.5,0.2,NECB-A-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-A-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-A-Electric-Equipment,NECB-A-Thermostat Setpoint-Heating,NECB-A-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-A-Service Water Heating,,,,,,,,NECB-A-FAN,,,Wildcard,A
NECB 2011,Space Function,Corr. < 2.4m wide-sch-B,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-B,NECB 2011Space FunctionCorr. < 2.4m wide-sch-B,0.780379041,,,,0,0.5,0.2,NECB-B-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-B-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-B-Electric-Equipment,NECB-B-Thermostat Setpoint-Heating,NECB-B-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-B-Service Water Heating,,,,,,,,NECB-B-FAN,,,Wildcard,B
NECB 2011,Space Function,Corr. < 2.4m wide-sch-C,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-C,NECB 2011Space FunctionCorr. < 2.4m wide-sch-C,0.780379041,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Wildcard,C
NECB 2011,Space Function,Corr. < 2.4m wide-sch-D,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-D,NECB 2011Space FunctionCorr. < 2.4m wide-sch-D,0.780379041,,,,0,0.5,0.2,NECB-D-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-D-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-D-Electric-Equipment,NECB-D-Thermostat Setpoint-Heating,NECB-D-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-D-Service Water Heating,,,,,,,,NECB-D-FAN,,,Wildcard,D
NECB 2011,Space Function,Corr. < 2.4m wide-sch-E,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-E,NECB 2011Space FunctionCorr. < 2.4m wide-sch-E,0.780379041,,,,0,0.5,0.2,NECB-E-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-E-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-E-Electric-Equipment,NECB-E-Thermostat Setpoint-Heating,NECB-E-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-E-Service Water Heating,,,,,,,,NECB-E-FAN,,,Wildcard,E
NECB 2011,Space Function,Corr. < 2.4m wide-sch-F,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-F,NECB 2011Space FunctionCorr. < 2.4m wide-sch-F,0.780379041,,,,0,0.5,0.2,NECB-F-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-F-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-F-Electric-Equipment,NECB-F-Thermostat Setpoint-Heating,NECB-F-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-F-Service Water Heating,,,,,,,,NECB-F-FAN,,,Wildcard,F
NECB 2011,Space Function,Corr. < 2.4m wide-sch-G,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-G,NECB 2011Space FunctionCorr. < 2.4m wide-sch-G,0.780379041,,,,0,0.5,0.2,NECB-G-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-G-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-G-Electric-Equipment,NECB-G-Thermostat Setpoint-Heating,NECB-G-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-G-Service Water Heating,,,,,,,,NECB-G-FAN,,,Wildcard,G
NECB 2011,Space Function,Corr. < 2.4m wide-sch-H,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-H,NECB 2011Space FunctionCorr. < 2.4m wide-sch-H,0.780379041,,,,0,0.5,0.2,NECB-H-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-H-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-H-Electric-Equipment,NECB-H-Thermostat Setpoint-Heating,NECB-H-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-H-Service Water Heating,,,,,,,,NECB-H-FAN,,,Wildcard,H
NECB 2011,Space Function,Corr. < 2.4m wide-sch-I,255_255_255,NECB 2011,Space Function,Corr. < 2.4m wide-sch-I,NECB 2011Space FunctionCorr. < 2.4m wide-sch-I,0.780379041,,,,0,0.5,0.2,NECB-I-Lighting,NECB 2011,Space Function,Corr. < 2.4m wide,NECB 2011Space FunctionCorr. < 2.4m wide,0.06,,,,0.93,NECB-I-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-I-Electric-Equipment,NECB-I-Thermostat Setpoint-Heating,NECB-I-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-I-Service Water Heating,,,,,,,,NECB-I-FAN,,,Wildcard,I
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-A,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-A,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-A,0.659606094,,,,0,0.5,0.2,NECB-A-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-A-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-A-Electric-Equipment,NECB-A-Thermostat Setpoint-Heating,NECB-A-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-A-Service Water Heating,,,,,,,,NECB-A-FAN,,,Wildcard,A
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-B,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-B,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-B,0.659606094,,,,0,0.5,0.2,NECB-B-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-B-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-B-Electric-Equipment,NECB-B-Thermostat Setpoint-Heating,NECB-B-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-B-Service Water Heating,,,,,,,,NECB-B-FAN,,,Wildcard,B
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-C,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-C,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-C,0.659606094,,,,0,0.5,0.2,NECB-C-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-C-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-C-Electric-Equipment,NECB-C-Thermostat Setpoint-Heating,NECB-C-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-C-Service Water Heating,,,,,,,,NECB-C-FAN,,,Wildcard,C
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-D,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-D,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-D,0.659606094,,,,0,0.5,0.2,NECB-D-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-D-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-D-Electric-Equipment,NECB-D-Thermostat Setpoint-Heating,NECB-D-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-D-Service Water Heating,,,,,,,,NECB-D-FAN,,,Wildcard,D
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-E,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-E,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-E,0.659606094,,,,0,0.5,0.2,NECB-E-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-E-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-E-Electric-Equipment,NECB-E-Thermostat Setpoint-Heating,NECB-E-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-E-Service Water Heating,,,,,,,,NECB-E-FAN,,,Wildcard,E
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-F,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-F,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-F,0.659606094,,,,0,0.5,0.2,NECB-F-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-F-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-F-Electric-Equipment,NECB-F-Thermostat Setpoint-Heating,NECB-F-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-F-Service Water Heating,,,,,,,,NECB-F-FAN,,,Wildcard,F
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-G,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-G,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-G,0.659606094,,,,0,0.5,0.2,NECB-G-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-G-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-G-Electric-Equipment,NECB-G-Thermostat Setpoint-Heating,NECB-G-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-G-Service Water Heating,,,,,,,,NECB-G-FAN,,,Wildcard,G
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-H,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-H,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-H,0.659606094,,,,0,0.5,0.2,NECB-H-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-H-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-H-Electric-Equipment,NECB-H-Thermostat Setpoint-Heating,NECB-H-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-H-Service Water Heating,,,,,,,,NECB-H-FAN,,,Wildcard,H
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-I,255_255_255,NECB 2011,Space Function,Corr. >= 2.4m wide-sch-I,NECB 2011Space FunctionCorr. >= 2.4m wide-sch-I,0.659606094,,,,0,0.5,0.2,NECB-I-Lighting,NECB 2011,Space Function,Corr. >= 2.4m wide,NECB 2011Space FunctionCorr. >= 2.4m wide,0.06,,,,0.93,NECB-I-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0,0,0.5,0,NECB-I-Electric-Equipment,NECB-I-Thermostat Setpoint-Heating,NECB-I-Thermostat Setpoint-Cooling,0,,0,60,,,NECB-I-Service Water Heating,,,,,,,,NECB-I-FAN,,,Wildcard,I
NECB 2011,Space Function,Courthouse - cell,255_255_255,NECB 2011,Space Function,Courthouse - cell,NECB 2011Space FunctionCourthouse - cell,1.365663322,,,,0,0.5,0.2,NECB-H-Lighting,NECB 2011,Space Function,Courthouse - cell,NECB 2011Space FunctionCourthouse - cell,0.245,,,,3.72,NECB-H-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-H-Electric-Equipment,NECB-H-Thermostat Setpoint-Heating,NECB-H-Thermostat Setpoint-Cooling,,,0.006180727,60,,,NECB-H-Service Water Heating,,,,,,,,NECB-H-FAN,,,Sleeping Area,H
NECB 2011,Space Function,Courthouse - chambers,255_255_255,NECB 2011,Space Function,Courthouse - chambers,NECB 2011Space FunctionCourthouse - chambers,1.170568562,,,,0,0.5,0.2,NECB-A-Lighting,NECB 2011,Space Function,Courthouse - chambers,NECB 2011Space FunctionCourthouse - chambers,0.085,,,,4.65,NECB-A-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.696767001,0,0.5,0,NECB-A-Electric-Equipment,NECB-A-Thermostat Setpoint-Heating,NECB-A-Thermostat Setpoint-Cooling,,,0.002138732,60,,,NECB-A-Service Water Heating,,,,,,,,NECB-A-FAN,,,Assembly Area,A
NECB 2011,Space Function,Courthouse - courtroom,255_255_255,NECB 2011,Space Function,Courthouse - courtroom,NECB 2011Space FunctionCourthouse - courtroom,1.718691936,,,,0,0.5,0.2,NECB-A-Lighting,NECB 2011,Space Function,Courthouse - courtroom,NECB 2011Space FunctionCourthouse - courtroom,0.41,,,,18.58,NECB-A-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.232255667,0,0.5,0,NECB-A-Electric-Equipment,NECB-A-Thermostat Setpoint-Heating,NECB-A-Thermostat Setpoint-Cooling,,,0.002839298,60,,,NECB-A-Service Water Heating,,,,,,,,NECB-A-FAN,,,Assembly Area,A
NECB 2011,Space Function,Dining - bar lounge/leisure,255_255_255,NECB 2011,Space Function,Dining - bar lounge/leisure,NECB 2011Space FunctionDining - bar lounge/leisure,1.309921962,,,,0,0.5,0.2,NECB-B-Lighting,NECB 2011,Space Function,Dining - bar lounge/leisure,NECB 2011Space FunctionDining - bar lounge/leisure,0.705,,,,9.29,NECB-B-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.092902267,0,0.5,0,NECB-B-Electric-Equipment,NECB-B-Thermostat Setpoint-Heating,NECB-B-Thermostat Setpoint-Cooling,,,0.004272865,60,,,NECB-B-Service Water Heating,,,,,,,,NECB-B-FAN,,,Supermarket/Food Services Area,B
NECB 2011,Space Function,Dining - family space,255_255_255,NECB 2011,Space Function,Dining - family space,NECB 2011Space FunctionDining - family space,0.891861761,,,,0,0.5,0.2,NECB-B-Lighting,NECB 2011,Space Function,Dining - family space,NECB 2011Space FunctionDining - family space,0.705,,,,9.29,NECB-B-Occupancy,NECB-Activity,0.049225,,,Always On,,,,,,0.092902267,0,0.5,0,NECB-B-Electric-Equipment,NECB-B-Thermostat Setpoint-Heating,NECB-B-Thermostat Setpoint-Cooling,,,0.005692514,60,,,NECB-B-Service Water Heating,,,,,,,,NECB-B-FAN,,,Supermarket/Food Services Area,B
